unique_id,release_year,title,origin,genre,plot
4835,2001,Maya,Bollywood,unknown,"12-year-old Maya lives with her aunt Lakshmi, uncle Arun and cousin Sanjay, a typical middle-class family in rural India. The cousins enjoy a playful summer indulging in mischiefs and youthful pranks. But then the young girl has her first period that proves to be a turning point in her life."
4836,2001,Mitti,Bollywood,unknown,Mitti is a film about Punjab's youth today and their political disputes. It’s a story about four youth who are best of friends and how their life changes after an incident takes place.
4837,2001,Moksha: Salvation,Bollywood,drama,"The story is about law graduate Vikram Saigal (Arjun Rampal) who is not happy with his lot at all. He is very idealistic and wants to battle corruption and society and change the world. A young girl, Ritika (Manisha Koirala) takes a fancy to him and goes all out to woo him, at first he rejects her advances and eventually he gives in after she presents him with an expensive painting and they become a couple."
4838,2001,Mujhe Kucch Kehna Hai,Bollywood,comedy,"The story revolves around a sensitive young adult Karan (Tusshar Kapoor), who frequently skips college. Despite his poor academic performance, he displays many other talents. He is clever, an excellent musician, and plays in a band."
4839,2001,Nayak: The Real Hero,Bollywood,drama,"The plot focuses on the protagonist, Shivaji Rao (Anil Kapoor). He happens to be an ambitious TV reporter, working for ""Q TV"" along with his friend Topi (Johnny Lever). While on the job, Rao records a conversation in which the Chief Minister Balraj Chauhan (Amrish Puri), takes an indifferent stand during riots triggered by a fight between some college students and bus drivers, so as not to lose his voter base."
4840,2001,Pyaar Tune Kya Kiya,Bollywood,drama,"Jai (Fardeen Khan) is a fashion photographer, happily married to Geeta (Sonali Kulkarni). He meets Ria (Urmila Matondkar) in Goa. He takes photos of her without permission and publishes them in the magazine."
4841,2001,Pyaar Zindagi Hai,Bollywood,unknown,"After the marriage of his daughter, Geeta, with army Major Pratap Singh, widower Hridaynath lives a simple middle-class existence with his unmarried daughter, Priya, in Dehra Dun. Geeta, Pratap and their new-born son, Munna, pay them a visit and live with them for a few days. They find out that Hridaynath is under constant threat from a loan shark he had borrowed money from to get Geeta married."
4842,2001,Rehnaa Hai Terre Dil Mein,Bollywood,romance,The story starts with narration by Maddy (R. Madhavan) himself. Maddy is the son of a music shop owner (Anupam Kher) who hopes that Maddy will someday take over his shop.
4843,2001,Style,Bollywood,romance,"The film revolves round two slap-happy college students, Bantu (Sharman Joshi) and Chantu (Sahil Khan), who stand out in the college for their expertise in ragging and playing pranks, and ability to outfox others. As their college life nears an end, the duo begin to realize that they need to start getting more serious about their life and career."
4844,2001,Tamboo Mein Bamoo,Bollywood,unknown,"A village girl was brutally gang raped by three men. She goes to the police for justice but they do not help the girl. When her boyfriend tries to help and give her justice, those rapists kill him too. Then the innocent girl decides to take revenge on them."
4845,2001,Tera Mera Saath Rahen,Bollywood,drama,"""Haathon Ki Lakeeron,"" the first of the four versions of the title song, opens up the drama. Raj Dixit (Ajay Devgn) is a respectable average man who lives with his younger brother Rahul (Dushyant Wagh). The obstacle in Rahul’s life is not his physical handicap, cerebral palsy, but his imperative need for Raj."
4846,2001,Tum Bin - Love Will Find a Way,Bollywood,romance,"After Amar Shah's accidental death in India, Canada-based Shah Industries is on the verge of collapse. Pia, Amar's fiancée, is devastated, Girdhari, his dad, is in shock and unresponsive towards others while Amar's sister and grandmother are in mourning. Inspector D'mello who is investigating the case is determined to find the person responsible for the accident despite his superiors' indifference towards the case."
4847,2001,Yaadein,Bollywood,romance,"Raj Singh Puri is best friends with L.K. Malhotra, who is the younger brother of J.K. Malhotra."
4848,2002,23rd March 1931: Shaheed,Bollywood,historical drama,"Set in 1931, British India, the film tells the story of freedom fighters Bhagat Singh and Chandrashekhar Azad who have only one motive in mind: Freedom for India. They set about doing this task together with two other men, Sukhdev and Rajguru. Bhagat Singh is enraged when his mentor Lala Lajpatrai is mercilessly beaten to death by the police, and he sets about to avenge his death."
4849,2002,Aankhen,Bollywood,thriller,"Obsessive and temperamental bank manager Vijay Singh Rajput (Amitabh Bachchan) loses his job for badly beating up a bank clerk who tried to embezzle money. Angered at losing his job he plots revenge on the bank by intending to stage a heist. He employs three blind men – Vishwas (Akshay Kumar), a blind person who has the power of the sixth sense, Elias (Paresh Rawal) and Arjun (Arjun Rampal) — when, after passing by school for the blind, he understands that blind people can be trained to do things like sighted people."
4850,2002,Aap Mujhe Achche Lagne Lage,Bollywood,romance,"Brought up in a repressive, conservative household, Sapna Dholakia (Amisha Patel) is terrified to experience the freedom of falling in love with Rohit (Hrithik Roshan), fearing the upheaval it will cause in her family, namely her dad, Pratap Dholakia (Kiran Kumar), who has plans for Sapna to marry his friend's son; then there is her brother, Raman Dholakia (Mukesh Tiwari), who follows in the footsteps of his dad, and will prevent Sapna from marrying Rohit. Sapna is terriffied and wants to run away with Rohit. He takes her to his hostel and she acts as a boy."
4851,2002,Agni Varsha,Bollywood,historical,"In a kingdom stricken with drought for past few years, Arvasu (Milind Soman), a brahman loves Nittilai (Sonali Kulkarni) a tribal girl, who seeks approval of her father and village's elders before marrying him. Arvasu's brother, Parvasu (Jackie Shroff) has been conducting a major prayer ceremony to appease the god of rains, Indra (Amitabh Bachchan). Arvasu's father, Raibhya dislikes both his sons and suspects Vishaka (Raveena Tandon) Parvasu's wife, of having an affair with Yavakri (Nagarjuna),based on the fact that Yavarki and Vishaka loved each other, before Yavarki left village to worship Devraj Indra."
4852,2002,Akhiyon Se Goli Maare,Bollywood,comedy,"Akelinder or Bhangari Dada (Kader Khan) has a shop at Chor bazaar which he runs illegally, he lives with his wife and only daughter Kiran (Raveena Tandon). Bhangari wants his daughter to be married to a gangster, so he begins his search. He finds Shakti dada (Shakti Kapoor) and wants him to be married to Kiran but Kiran already loves Raj (Govinda), a wealthy man who has no links to crime."
4853,2002,Annarth,Bollywood,action,"The film starts with an underworld don named Jai ""Jimmy"" (Sunil Shetty), terrorising people in a bar until a young man comes out and fights Jimmy. The two continue to fight until they hug each other. The young man is revealed to be Jimmy's childhood friend, Sameer Deshmukh (Gautam Rode), who has returned to the city after completing his education from the Navy."
4854,2002,Awara Paagal Deewana,Bollywood,action,"The story centres on the legacy of a dead Indian underworld don Baba Baldev Prasad (Om Puri), who dies of a heart attack. He leaves a diamonds worth $200mn at the New York Bank, to be distributed equally between his son Vikrant (Rahul Dev), his daughter Preeti (Preeti Jhangiani), and Preeti's husband Guru Gulab Khatri (Akshay Kumar). To claim the diamonds, all three benefactors must be present at the bank or, if dead, their death certificates must be presented."
4855,2002,Badhaai Ho Badhaai,Bollywood,comedy,"The D'Souza and the Chaddha families are neighbors and have been good friends for as long as they can remember, and despite their differing religions and cultural beliefs, celebrate Diwali and Christmas with cheer and gusto. Then Anjali Chaddha and Anthony D'Souza fall in love, and this brings an end to the friendship. Anjali and Anthony elope, marry, and re-locate to another place, leaving the two families to live with bitterness the rest of their lives."
4856,2002,Bollywood Queen,Bollywood,unknown,"Geena (Preeya Kalidas) is a Bollywood fanatic from a respectable Gujarati family. She has finished school, and is at university doing a business studies course. She is dating Dilip (Ronny Jhutti), an ambitious computer whizz, but wants her love life to be like it is in the movies."
4857,2002,Deewangee,Bollywood,thriller,"Raj Goyal (Akshaye Khanna), a young and successful criminal lawyer, famous for never having lost a case, is introduced to popular singer Sargam (Urmila Matondkar) by music magnate Ashwin Mehta (Vijayendra Ghatge). The following day, Ashwin is brutally murdered in his own house. The murderer, Tarang Bharadwaj (Ajay Devgn), who is Sargam's childhood friend and current mentor, is caught red-handed at the crime scene."
4858,2002,Devdas,Bollywood,romance,"Devdas is a young man from a wealthy Bengali Brahmin family in India in the early 1900s. Parvati (Paro) is a young woman from a middle class Bengali Brahmin family. The two families live in a village called Taalshonapur in Bengal, and Devdas and Parvati are childhood friends."
4859,2002,Dil Hai Tumhaara,Bollywood,family,"Shalu (Preity Zinta) is a young, fun loving young woman living with her mother, Sarita (Rekha), and older sister, Nimmi (Mahima Chaudhry). Unknown to Shalu and Nimmi, they are half-sisters. Shalu is the daughter of Sarita's late husband Shekar and the woman with whom he had an affair."
4860,2002,Dil Vil Pyar Vyar,Bollywood,romance,"The first love story is about love getting a second chance. Dev (Sanjay Suri) is a widower, his wife Payal (Dipannita Sharma) dies soon after their honeymoon. He moves to Mumbai from Pune with his sister Rachna (Bhavna Pani)."
4861,2002,Ek Chotisi Love Story,Bollywood,erotic,"It is a story of 15-year-old Aditya (Aditya Seal) and his voyeuristic love of his nameless neighbor (Manisha Koirala) featuring bathroom masturbation scenes; which are virtually unseen in Bollywood. Soon Aditya’s hobby turns into infatuation as he begins to follow her movements closely. He feels sexually drawn towards her when he sees her coming out of her bath, her hair dripping wet."
4862,2002,Encounter: The Killing,Bollywood,unknown,"The film revolves around a Police Inspector (Naseeruddin Shah), who is out to find the parents of a boy, Lallya (Rahul Mehendale) whom he had killed in a police encounter. The movie shows the hypocrisy of the middle class wherein their kids are involved in crimes due to lack of parental attention and yet the indifferent parents live in a different world, oblivious of the reality."
4863,2002,Gunaah,Bollywood,thriller,"Tough cop Prabha (Bipasha Basu) is haunted by the demons of her past. Being an illegitimate daughter of a prostitute, she has had a very bad childhood and there once occurred an incident in her life when she was driven to the point of committing a murder. But today, now that she is a cop, she believes that she can clear her conscience by reforming a criminal."
4864,2002,Hathyar,Bollywood,drama,"Hathyar is a narrative which probes into the household of Raghunath (Sanjay Dutt), a dreaded gangster. His bereaved son Rohit (also Sanjay Dutt) has to face a lot of flak from the outside world, repeatedly reminding him of the stigma attached to his family because of his father's past. Just like his father, circumstances force Rohit to become a gangster and he gets the nickname ""Boxer Bhai""."
4865,2002,Hum Kisise Kum Nahin,Bollywood,action,"The story begins with a wealthy man selling his entire estate in Africa, converting it to diamonds. He carries them in a belt. He suffers a heart attack in the washroom and requests a passerby to deliver the diamonds to his son, Rajesh (Rishi Kapoor)."
4866,2002,Hum Tumhare Hain Sanam,Bollywood,drama,"Dev Narayan (Alok Nath) lives with his widowed daughter Laxmi (Aruna Irani) and her children Radha and Prashant. Dev also looks after two orphaned children, Gopal and Nita. Laxmi believes that Dev is taking more care of Gopal and Nita, so she leaves the house with her children."
4867,2002,Humraaz,Bollywood,thriller,"Karan (Akshaye Khanna) and Priya (Amisha Patel) are the lead pair of a dance troupe & in love with each other. They land a gig on a cruise ship (destined for Malaysia) owned by a rich businessman named Raj (Bobby Deol). Raj, who is attracted to Priya at first sight, doesn't know that Priya and Karan are in love."
4868,2002,Jaani Dushman: Ek Anokhi Kahani,Bollywood,fantasy,"Divya (Manisha Koirala) and Karan Saxena (Sunny Deol) are in love and plan to marry. Karan has a younger step-brother, Vivek (Sonu Nigam) who he looks after as if he was his own brother. Divya and Vivek hang out with quite a few young people of their own age, Atul (Akshay Kumar), Vijay (Sunil Shetty), Prem (Aftab Shivdasani), Ashok (Aditya Pancholi), Viktor (Sharad Kapoor), Abdul (Arshad Warsi), Nita( Rambha), Rashmi (Kiran Rathod), Niki, and Priti."
4869,2002,Jeena Sirf Merre Liye,Bollywood,romance,Jeena Sirf Merre Liye is about childhood friends Karan (Tusshar Kapoor) and Pinky (Puja) (Kareena Kapoor). Pinky and her father come to a hill station every year during Pinky's school break. Pinky looks forward to coming here for one reason: Karan.
4870,2002,Kaante,Bollywood,action,"In Los Angeles, six criminals, all of Indian origin, are detained by the Police, and interrogated about stealing a truck full of laptops and its whereabouts. Their deep antipathy towards the police for arresting them without any evidence, just because the witnesses had seen an Indian at the crime scene, grows into a daring plot. Sparked off by ""Ajju"" (Sanjay Dutt) and seconded by ""Major"" (Amitabh Bachchan), they all hatch a plan to rob the bank in which lie the fundings for the Los Angeles Police Department."
4871,2002,Kehtaa Hai Dil Baar Baar,Bollywood,unknown,"Ranchhod Rai Patel (Paresh Rawal) is an egotistical and arrogant self-made Gujarati man who arrived from India and settled in the New York area years ago. He started his career cleaning latrines and dirty clothes, then moved on to working in a restaurant, saving enough money to own one, and then finally owned twelve. He became an extremely successful real-estate magnate and was so big-headed that started calling himself ""THE Roger Patel""."
4872,2002,Kuch Tum Kaho Kuch Hum Kahein,Bollywood,romance,"Vishnupratap Singh (Vikram Gokhale) is celebrating his 60th birthday in his village with his wife (Farida Jalal). At the behest of his wife, Vishnu Pratap calls his estranged son's family from Bombay for the event. Their grandson, Abhay (Fardeen Khan), arrives with his mother and sister to the village, and is initially greeted with animosity."
4873,2002,Kya Yehi Pyaar Hai,Bollywood,unknown,"Rahul Tiwari (Aftab Shivdasani) is in love with Sandhya Patil (Amisha Patel) — and has been for the last four years without having the courage to tell her. He follows her everywhere, even waiting to board the public bus until she has. Sandhya is not even aware of Rahul, let alone his affection for her."
4874,2002,Kyaa Dil Ne Kahaa,Bollywood,romance,U.S. settled Esha (Esha Deol) who is attracted to fellow-student Rahul (Tushar Kapoor). Rahul too is attracted to Esha.
4875,2002,The Legend of Bhagat Singh,Bollywood,historical,"Bhagat Singh was born in British India in 1907. From childhood, he witnesses numerous atrocities committed on fellow Indians by the British, who came to trade under the guise of the East India Company and ended up controlling most of the nation. Bhagat takes a solemn vow to free India from British rule after witnessing the aftermath of the Jallianwala Bagh massacre."
4876,2002,Maa Tujhhe Salaam,Bollywood,drama,"Maa Tujhhe Salaam is the story of an Indian military officer, Major Pratap Singh (Sunny Deol), who aborted a terrorist infiltration attempt of the enemy country single-handedly with the help of a few local civilians, at an area that's located near the border of India. Zhonabad is the name of the area that is located at the high-altitude mountain ravines. In this area lives a man called Lala (Tinu Verma)."
4877,2002,Maine Dil Tujhko Diya,Bollywood,action,"Ajay (Sohail Khan) is head of his college group named Aryans. A girl named Ayesha (Sameera Reddy) to which Ajay is introduced and become friends. Gradually, Ajay and Ayesha fall in love with each other."
4878,2002,Makdee,Bollywood,unknown,"Life in Chunni's village is all peace and quiet, and great fun. She fools the villagers including her parents with her impersonation of her twin sister, Munni. In the village, there is a mansion that is said to be haunted and legend goes that a witch called Makdee (Shabana Azmi) resides there."
4879,2002,Mere Yaar Ki Shaadi Hai,Bollywood,romance,Sanjay Malhotra (Uday Chopra) lives in Mumbai with his friend Ria (Bipasha Basu). He receives a phone call from his childhood friend Anjali Sharma (Tulip Joshi) who shocks him with the news that she is getting married. Unfortunately Sanjay has loved Anjali for years.
4880,2002,"Mitr, My Friend",Bollywood,drama,"""Mitr, My Friend"" is a film about the plight of women who sacrifice their life for the betterment of their family. It also describes the cultural differences experienced by a small town girl on moving to a transposed environment living. The film opens with a typical South Indian wedding being performed between Lakshmi (Shobhana) and Prithvi (Nasir Abdullah)."
4881,2002,Mujhse Dosti Karoge!,Bollywood,romance,"Raj Khanna (Hrithik Roshan), Pooja Sahani (Rani Mukherjee) and Tina Kapoor (Kareena Kapoor) are childhood friends. While Raj has always been attracted to the vivacious and beautiful Tina, he is completely unaware of the quiet Pooja's love for him. Raj's father (Kiran Kumar) decides to move to England with his family to take up a new job."
4882,2002,Na Tum Jaano Na Hum,Bollywood,romance,"Esha Malhotra (Esha Deol) is a bright, spirited girl who has just left college. She finds a note from a past student of her school that coincides with her own feelings of love. She calls into a radio station and requests a song, repeating the words left on the note."
4883,2002,Nishad,Bollywood,unknown,"Sati Gujaral is a music teacher in a school for Tibetan children run by the Tibetan government-in-exile. Her husband Gopi Gujaral is a doctor in a government hospital. Their only son, Ashok, is a pilot with the Indian Air Force."
4884,2002,Pitaah,Bollywood,unknown,"A small town in rural India gets to witness a confrontation between two fathers - one a rich, powerful, influential, and cruel Zamindar Thakur Avadh Narayan Singh - who wants the man who filed a police complaint against his two sons to be killed immediately. And the other is Rudra, a poor laborer employed by Avadh, who wants justice when he finds out that his nine-year-old daughter, Durga, has been beaten and brutally raped by Avadh's sons, Bachhu, and Bhola."
4885,2002,Pyaasa,Bollywood,action,"Vijay (Guru Dutt) is an unsuccessful poet whose works are not taken seriously by publishers or his brothers (who sell his poems as waste paper). Unable to bear their taunting that he is a good-for-nothing, he stays away from home and is often out on the streets. He encounters a good-hearted prostitute named Gulabo (Waheeda Rehman), who is enamoured with his poetry and falls in love with him."
4886,2002,Raaz,Bollywood,horror,"The film starts with a group of college students enjoying a picnic in a beautiful forest in Ooty. One of the girls, Nisha (Mink Brar) in that group, dies after being attacked under mysterious circumstances outside a bungalow in front of the forest. She had attacked her boyfriend too, who, though injured, managed to live on."
4887,2002,Saathiya,Bollywood,drama,"Aditya (Vivek Oberoi) and his friends are searching for Aditya's wife Suhani (Rani Mukherji). She has been missing for hours, a few days after having a fight with Aditya about their failing marriage. But Aditya now realizes that he loves her more than anything and is devastated that he can't find her."
4888,2002,Shararat,Bollywood,comedy,"Rahul Khanna (Abhishek Bachchan) is the only son of wealthy industrialists, who have no time for their son while on the other hand Rahul has nothing but time on his hands and is hell bent upon getting into trouble with the law, such as racing cars with his friends but he gets away with it most of the time by bribing the officer."
4889,2002,Soch,Bollywood,unknown,"Raj Matthews has been selected the best actor in the Bollywood Cine Awards. He dedicates this award to his pretty co-star, Preeti Sardesai. Raj has everything going for him."
4890,2002,Sur: The Melody of Life,Bollywood,musical,"Vikramaditya Singh (Lucky Ali) is a teacher in a music school where he, with others, polishes every students voice to make them stars. Although Vikramaditya is a famous singer himself, he is not satisfied with his creations; he is looking for a special person. His heart longs for someone so special that, if worked on, would be a masterpiece who would be known as the most worthy graduate and world's most talented singer."
4891,2002,Tumko Na Bhool Paayenge,Bollywood,drama,"Veer Thakur (Salman Khan) is an eligible young bachelor living in a small community with his parents, Thakur Kunal Singh (Sharat Saxena), and mom Thakurain Geeta (Nishigandha Wad). He is in love with Muskaan (Dia Mirza), his friend & daughter of another Thakur. Their parents give their support to the union, but Veer suddenly starts getting visions of events that he can't remember ever happening to him & finds that he is an expert in fighting techniques no pehelwaan (wrestler), including his father, have ever seen before."
4892,2002,Tumse Achcha Kaun Hai,Bollywood,unknown,"Working as a guide and bus driver in Jaisalmer, Arjun (Nakul Kapoor) had always dreamt of being a famous singer. When he meets beautiful tourist Naina Dixit (Aarti Chhabria), he impresses her with his singing. She encourages him to come to Bombay to try his luck there and leaves her address with him."
4893,2002,Waah! Tera Kya Kehna,Bollywood,unknown,"Wealthy Kishan Oberoi (Shammi Kapoor) has two sons: Dilip (Shakti Kapoor) and Ashish (Rana Jung Bahadur). He does not trust them and is overly devoted to his grandson Raj (Govinda), who reciprocates his favoritism. One day following an accident Raj becomes brain damaged, and the two brothers begin an evil conspiracy which involves murdering their father and disinheriting their disabled nephew who mysteriously disappears."
4894,2002,Yeh Hai Jalwa,Bollywood,comedy,"The story is about an orphan named Raju (Salman Khan) a business man in India. His mother died when he was very young, his father had already left him. At work, Raju witnesses Rajesh Mittal (Rishi Kapoor) winning an award on TV."
4895,2002,Yeh Kaisi Mohabbat,Bollywood,unknown,Vicky is a happy go lucky boy. He is always in search of a rich girlfriend. Vicky lives in a motor garage with his friends.
4896,2002,Yeh Kya Ho Raha Hai?,Bollywood,comedy,Four young men join a college and develop a friendship with each other. The four also meet various young ladies and romance them throughout their semester. The question remains that will they be able to follow through with love lives after this term and will they also get passing grades at the same time?
4897,2002,Yeh Mohabbat Hai,Bollywood,unknown,Yeh Mohabbat Hai revolves around Chand & Shaheen who are lovers from childhood. But her brother Shaukat (Mohnish Behl) is opposite from them. Chand gathers his team to play a cricket game.
4898,2003,3 Deewarein,Bollywood,drama,"Three men are on death row. Jaggu (Jackie Shroff), a lawyer and a poet, is serving a sentence for murdering his wife because she was cheating on him with another man. Nagya (Nagesh Kukunoor), a man angry with the whole world, is arrested for murdering his wife too, but he claims that it was an accident where she falls off the sidewalk while they were in the middle of a heated argument."
4899,2003,88 Antop Hill,Bollywood,thriller,The film opens with the brutal murder of Neeraj Shah (Sachin Dubey). His body is dumped in the trunk of a car. This crime isn't committed on impulse: Whoever did it had good reason.
4900,2003,Aanch,Bollywood,,Mahadev Thakur (Nana Patekar) and Jawahar Pandit (Paresh Rawal) belong to two different villages Mandaur and Amirpur respectively. They hate each other for reasons best known to them. Diwakar's (Suchindra Bali)'s father (residing in Amirpur) and Vidya's (Sharbani Mukherjee)'s brother Shiva (Deep Raj Rana) (a resident of Mandaur) decide to get Diwakar and Vidya married.
4901,2003,Aman Ke Farishtey,Bollywood,,"An extremely notorious mastermind terrorist Sher Singh (Kiran Kumar) threatens to tear apart India with serial bomb blasts. However, he is embroiled with a police officer Paramveer Singh (Dev Anand), who threatens to stop him at any cost. He enlists the help of a dancer Amar (Javed Jaffrey) and a jailed comrade Vikram (Aashif Sheikh) to defeat the forces of Sher Singh and his men."
4902,2003,Andaaz,Bollywood,romance,"Young Raj Malhotra (Akshay Kumar) lives with his elder brother, Rohit, his sister-in-law, Kiran, and his niece. After an accident fractures his leg, he is unable to walk for some time. Due to psychological reasons, he cannot walk even after the fracture heals."
4903,2003,Armaan,Bollywood,drama,The film is about Dr. Siddharth Sinha (Amitabh Bachchan) and his son Dr. Akash Sinha (Anil Kapoor). Both work in the same hospital founded by Siddharth. Siddharth wishes to run a state of the art hospital but his work and profession means he dedicates his time to his patients.
4904,2003,Baaz: A Bird in Danger,Bollywood,thriller,"The film opens with the life of a child born with a strange disorder where he tends to destroy anything that fascinates him. He would be looked after by his grandmother. Then the film moves to Nainital 17 years later, where Neha Chopra (Karisma Kapoor) from Delhi comes to Nainital to work as an interior designer for Jai Singh Dabral (Jackie Shroff), the city Mayor who is also a womaniser and attracted to Neha, at one of his secluded and deserted mansions."
4905,2003,Basti,Bollywood,action,"The film starts with a voice (Kader Khan) narrating a small town of Mumbai. A gangster named Kanta (Sadashiv Amrapurkar) wants to destroy the town and is in a battle with Karanjia (Kulbhushan Kharbanda), who wants to replace the town with a shopping mall. Ramesh ""Rama"" Kulkarni (Samir Soni) returns to his town after several years and is greeted by all of his friends, neighbors and youngest sister, Pinky (Mamta Mishra)."
4906,2003,Bhoot,Bollywood,horror,"The story is about Vishal (Ajay Devgn) who is married to Swati (Urmila Matondkar). The couple rents a high rise apartment at a ridiculously low price. The caretaker of the apartment, Mr Thakkar (Amar Talwar) explains to Vishal that a widow named Manjeet Khosla (Barkha Madan), the previous resident, committed suicide after killing her own son."
4907,2003,Boom,Bollywood,thriller,"Anu Gaekwad (Madhu Sapre), Sheila Bardez (Padma Lakshmi) and Rina Kaif (Katrina Kaif) are three of India's top models and they are participating in a fashion show hosted by a prestigious brand of diamond jewelers. While on the ramp of the fashion show, one of the other models (perhaps intentionally) trips Anu, and she goes crashing down, which is a model's worst nightmare. Anu's supportive friends, Sheila and Rina, come to the rescue."
4908,2003,Calcutta Mail,Bollywood,drama,"Avinash (Anil Kapoor) comes to Calcutta to search for his only son and finds himself engulfed with too many people interested in him. His only lead is a telephone number given to him by a cop before coming to Calcutta. As soon, as he lands in Calcutta, he needs a place to stay."
4909,2003,Chalte Chalte,Bollywood,drama,"The film begins in a bowling alley, where a group of friends are awaiting the arrival of Salim. Meanwhile, Deepak arrives with his fiancée Sheetal. When a conversation about love arises, Deepak and the rest find it necessary to make Sheetal aware that true love does exist."
4910,2003,Chokher Bali,Bollywood,drama,"Binodini is a young girl who is left to her own devices when her sickly husband dies soon after their marriage. She returns to her village and lives there for a couple of months until she sees one of her aunts passing by. Binodini hails the woman and her two sons agree that it would be best if Binodini came to live with the woman and her son, Mahendra."
4911,2003,Chori Chori,Bollywood,romance,"Kammo (Nargis) lives a very wealthy lifestyle with her widowed multi-millionaire dad, Girhdarilal (Gope), who would like her to get married to someone who is not after their wealth. To his dismay, she chooses to marry a pilot named Sumankumar (Pran), who is known for womanizing and for his greed. When he disapproves, she runs away."
4912,2003,Chota Jadugar,Bollywood,,"A group of children search for Indrajeet (Suraj Balajee) to convey the news that his father Krishna (Tirlok Malik) has returned from the United States. But Indrajeet scares them away with his magic tricks. Indrajeet lives with his grandfather, a magician Acharya (S."
4913,2003,Chura Liyaa Hai Tumne,Bollywood,action,"Tina Khanna (Esha Deol) learns that her uncle Tony, as she fondly used to call him, is dead. But the situation turns out to be worse than expected when CBI and other investigative agencies start pestering her. She learns that her uncle was a conman and a master thief wanted in connection with a bank heist where RBI lost gold worth Rs.10 crore to her uncle and his cronies."
4914,2003,Darna Mana Hai,Bollywood,horror,"Darna Mana Hai interweaves six stories into one film. Seven friends get stuck in the middle of a forest when their car breaks down, and all of them except Vikas find refuge in an abandoned house. To keep each other amused, they tell each other horror and supernatural stories that they have heard over a bonfire."
4915,2003,Dhoop,Bollywood,,"The movie is based on the events surrounding the death of Honorable Capt Anuj Nayyar, MVC of 17 Jat Regiment of the Indian Army, who was martyred in operations against coward Pakistani Army soldiers, in the southwest sector of Tiger Hill on 5 July 1999 as part of the Kargil conflict. The story of the Kapoor family in the film depicts the real events that happened in the lives of the Nayyar family.[5][6][7] Capt Rohit Kapoor (Sanjay Suri) is a young officer in the 17 Jat Regiment of the Indian Army."
4916,2003,Dil Ka Rishta,Bollywood,drama,"Jai (Arjun Rampal) is a wealthy young man who supports many charities. One day, he accompanies his friend, Anita (Ishaa Koppikar) to a school for the deaf, which he is sponsoring. There, he meets Tia (Aishwarya Rai), a teacher, and develops feelings for her."
4917,2003,Dil Pardesi Ho Gayaa,Bollywood,romance,"Major Ram is one of the few soldiers from the Indian Army who have been held captive in Pakistan, following the war with India. The Indian army and politicians are unable to make any decision so as not to jeopardize the lives of the captives. Major Ram's brother, Arjun, alias Sunny decides to take it upon himself to enter Pakistan and get his brother free."
4918,2003,Dum,Bollywood,action,"Uday (Vivek Oberoi) and Mohan come from poor middle-class families. Against their families wishes, the boys are hell bent on joining the police force. The duo aim to make it big solely on the basis of their abilities."
4919,2003,Ek Alag Mausam,Bollywood,,"Aparna Verma (Nandita Das), who has been married to a traveling salesman Suresh for several years, is now pregnant. After she completes some medical tests, she is asked to come see the doctor along with her husband. Suresh refuses to go, Aparna goes alone and this is where she receives the news that she has AIDS and she must abort the child."
4920,2003,Ek Din 24 Ghante,Bollywood,,"The film revolves around a father-girl-guy relationship. Sameera Dutta (Nandita Das) is the wild daughter who comes into conflict with her father when she meets Viren (Rahul Bose). Sameera believes she has found true love, but it happens that Viren has a serious gambling problem and owes Rs."
4921,2003,Fun 2shh: Dudes in the 10th Century,Bollywood,,"Mumbai lives in fear of a notorious thief who calls himself Chindi Chor (Gulshan Grover), and steals whenever and whatever he desires without any regard to security, and police protection. When Ghoshal (Ashish Vidyarthi) announces the exhibition and subsequent auction of Emperor Babushah (also played by Gulshan Grover)'s crown, Chindi challenges him that he is going to steal this priceless crown, and Ghosal accepts the challenge, and hires private security guards."
4922,2003,Gangaajal,Bollywood,drama,"The film begins with Superintendent of Police(SP) IPS Amit Kumar (Ajay Devgn) taking charge of the fictitious Tezpur District (West Champaran) in Bihar. The area is notorious for its crime rate, with Tezpur Police under the control of the local don Sadhu Yadav (Mohan Joshi) and his son Sundar Yadav (Yashpal Sharma). Amit tries to instill honesty and courage in his subordinates, but in vain."
4923,2003,Haasil,Bollywood,drama,"The background of the movie is student politics in the University of Allahabad and the dirty turn it takes. When Anirudh (Jimmy Sheirgill) meets Niharika (Hrishitaa Bhatt) at university, they quickly become romantically involved. Unfortunately, their relationship can't escape the political battles between two rival gangs of students headed by Gaurishankar Pandey (Ashutosh Rana) and Ranvijay Singh(Irrfan Khan)."
4924,2003,Hawa,Bollywood,horror,"Sanjana is a divorcee who moves to a hillside house as she cannot afford a house in the city. However, it's not long before strange occurrences begin near and in her home. Sanjana is mentally tortured and physically raped by an invisible demon."
4925,2003,Hawayein,Bollywood,,"Hawayein is a film which emerges from the consequences of the BlueStar Operation & is based on the aftermath of India’s Prime Minister, Mrs. Indira Gandhi’s assassination in 1984 – the 1984 riots in Delhi & other places in India & the subsequent victimization of the people of Punjab in the years that followed."
4926,2003,Hungama,Bollywood,comedy,"Anjali (Rimi Sen) arrives in Mumbai looking for a job. Having run away from her village, she hopes to earn enough to pay off her family's debts to their landlord or risk marrying the landlord's son. With money running out, the only way she can find cheap lodging is by feigning marriage to a stranger, Nandu,(Aftab Shivdasani) an aspiring musician, an arrangement thought up by local milkman and fixer, Bholu (Amin Gazi)."
